@timestamp,sid,description,classification,severity,protocol,sourceipport,destinationipport,Anomaly,Anomaly_Score
"Oct 25, 2022 @ 23:46:16.954",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.954",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.954",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.954",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.954",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.954",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.953",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012757256074586998
"Oct 25, 2022 @ 23:46:16.953",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012757256074586998
"Oct 25, 2022 @ 23:46:16.953",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012757256074586998
"Oct 25, 2022 @ 23:46:16.953",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012757256074586998
"Oct 25, 2022 @ 23:46:16.953",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012757256074586998
"Oct 25, 2022 @ 23:46:16.953",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012757256074586998
"Oct 25, 2022 @ 23:46:16.952",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.012129319576741349
"Oct 25, 2022 @ 23:46:16.952",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.012129319576741349
"Oct 25, 2022 @ 23:46:16.952",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.012129319576741349
"Oct 25, 2022 @ 23:46:16.952",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012962369118492079
"Oct 25, 2022 @ 23:46:16.952",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012962369118492079
"Oct 25, 2022 @ 23:46:16.952",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012962369118492079
"Oct 25, 2022 @ 23:46:16.951",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.951",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.951",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.951",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.951",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.951",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.950",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.015225336382626076
"Oct 25, 2022 @ 23:46:16.950",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.015225336382626076
"Oct 25, 2022 @ 23:46:16.950",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.010108401753393392
"Oct 25, 2022 @ 23:46:16.950",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.010108401753393392
"Oct 25, 2022 @ 23:46:16.950",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.010108401753393392
"Oct 25, 2022 @ 23:46:16.950",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.010108401753393392
"Oct 25, 2022 @ 23:46:16.949",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.949",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:1234,192.168.10.2:49234,0,-0.004390068345299647
"Oct 25, 2022 @ 23:46:16.949",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.949",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.948",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.011700599343915041
"Oct 25, 2022 @ 23:46:16.948",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01335757160929174
"Oct 25, 2022 @ 23:46:16.948",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01335757160929174
"Oct 25, 2022 @ 23:46:16.948",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01335757160929174
"Oct 25, 2022 @ 23:46:16.948",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.011700599343915041
"Oct 25, 2022 @ 23:46:16.948",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.011700599343915041
"Oct 25, 2022 @ 23:46:16.948",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.011700599343915041
"Oct 25, 2022 @ 23:46:16.947",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.947",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.947",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.947",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.947",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.946",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.012132850507468207
"Oct 25, 2022 @ 23:46:16.946",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.012132850507468207
"Oct 25, 2022 @ 23:46:16.946",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.012132850507468207
"Oct 25, 2022 @ 23:46:16.946",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.012132850507468207
"Oct 25, 2022 @ 23:46:16.946",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012959114239176117
"Oct 25, 2022 @ 23:46:16.946",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012959114239176117
"Oct 25, 2022 @ 23:46:16.946",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012959114239176117
"Oct 25, 2022 @ 23:46:16.945",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.945",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.945",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.945",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.945",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.944",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.944",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:80,192.168.10.2:60166,0,-0.00973158070223712
"Oct 25, 2022 @ 23:46:16.944",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.944",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:80,192.168.10.2:60166,0,-0.00973158070223712
"Oct 25, 2022 @ 23:46:16.944",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.944",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.009069870825128779
"Oct 25, 2022 @ 23:46:16.944",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.943",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.012319083289341448
"Oct 25, 2022 @ 23:46:16.943",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:80,192.168.10.2:60166,0,-0.0066745447087592225
"Oct 25, 2022 @ 23:46:16.943",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.012319083289341448
"Oct 25, 2022 @ 23:46:16.943",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.012319083289341448
"Oct 25, 2022 @ 23:46:16.943",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:80,192.168.10.2:60166,0,-0.0066745447087592225
"Oct 25, 2022 @ 23:46:16.943",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:80,192.168.10.2:60166,0,-0.0066745447087592225
"Oct 25, 2022 @ 23:46:16.942",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01259768133648348
"Oct 25, 2022 @ 23:46:16.942",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01259768133648348
"Oct 25, 2022 @ 23:46:16.942",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.013005213471092347
"Oct 25, 2022 @ 23:46:16.942",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.013005213471092347
"Oct 25, 2022 @ 23:46:16.942",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:4444,192.168.10.2:45530,1,0.013005213471092347
"Oct 25, 2022 @ 23:46:16.941",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.941",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.941",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.941",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.941",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.940",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012758874752063998
"Oct 25, 2022 @ 23:46:16.940",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012758874752063998
"Oct 25, 2022 @ 23:46:16.940",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012758874752063998
"Oct 25, 2022 @ 23:46:16.940",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012758874752063998
"Oct 25, 2022 @ 23:46:16.940",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012758874752063998
"Oct 25, 2022 @ 23:46:16.940",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012758874752063998
"Oct 25, 2022 @ 23:46:16.939",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.939",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.939",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.939",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.939",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.939",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.938",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.938",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.938",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.938",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.936",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012757256074586998
"Oct 25, 2022 @ 23:46:16.936",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012757256074586998
"Oct 25, 2022 @ 23:46:16.936",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012757256074586998
"Oct 25, 2022 @ 23:46:16.936",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.012757256074586998
"Oct 25, 2022 @ 23:46:16.935",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.935",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.935",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.935",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.935",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.934",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.934",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.934",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.934",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.934",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.934",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.933",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.010934151228587874
"Oct 25, 2022 @ 23:46:16.933",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.010934151228587874
"Oct 25, 2022 @ 23:46:16.933",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.010934151228587874
"Oct 25, 2022 @ 23:46:16.933",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.010934151228587874
"Oct 25, 2022 @ 23:46:16.933",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.010934151228587874
"Oct 25, 2022 @ 23:46:16.932",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.932",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.932",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.932",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.932",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.932",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.931",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.931",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.931",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.931",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.931",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.931",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.930",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.930",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.930",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.930",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.930",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.930",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.929",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.929",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.929",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.929",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.929",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.929",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
"Oct 25, 2022 @ 23:46:16.928",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01279802984796835
"Oct 25, 2022 @ 23:46:16.928",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01279802984796835
"Oct 25, 2022 @ 23:46:16.928",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01279802984796835
"Oct 25, 2022 @ 23:46:16.928",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01279802984796835
"Oct 25, 2022 @ 23:46:16.928",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01279802984796835
"Oct 25, 2022 @ 23:46:16.928",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01279802984796835
"Oct 25, 2022 @ 23:46:16.927",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01355740616330492
"Oct 25, 2022 @ 23:46:16.927",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01355740616330492
"Oct 25, 2022 @ 23:46:16.927",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01355740616330492
"Oct 25, 2022 @ 23:46:16.927",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,10.0.0.3:44544,192.168.10.2:8080,0,-0.006908221197957254
"Oct 25, 2022 @ 23:46:16.927",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01355740616330492
"Oct 25, 2022 @ 23:46:16.927",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01355740616330492
"Oct 25, 2022 @ 23:46:16.927",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.01355740616330492
"Oct 25, 2022 @ 23:46:16.926",1:100001:1,NMAP TCP Scan,Attempted Information Leak,2,TCP,192.168.10.2:9200,192.168.10.3:48382,0,-0.015782627353427003
