,@timestamp,agent.id,agent.name,agent.type,agent.version,dissect.commandslog.command,dissect.commandslog.date,dissect.commandslog.host-name,dissect.commandslog.month,dissect.commandslog.responsecode,dissect.commandslog.time,dissect.commandslog.user,dissect.commandslog.user-hostaddress,dissect.commandslog.userid,event.original,host.architecture,host.containerized,host.hostname,host.id,host.ip,host.mac,host.name,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.platform,host.os.type,host.os.version,input.type,log.file.path,log.offset,message
96,"Oct 23, 2022 @ 22:17:03.350",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,network_scan.py -m p -n 10.0.0.0 -f [0],08:46:39,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:46:39 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m p -n 10.0.0.0 -f [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,121",Oct 23 08:46:39 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m p -n 10.0.0.0 -f [0]
97,"Oct 23, 2022 @ 22:17:03.350",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,scp,23,webserver,Oct,C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],08:45:16,wpuser:,wpuser@172.17.0.1,[362]:,Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"1,192",Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1]
98,"Oct 23, 2022 @ 22:17:03.350",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cd,23,webserver,Oct,/tmp [0],08:46:07,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: cd /tmp [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"1,984",Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: cd /tmp [0]
99,"Oct 23, 2022 @ 22:17:03.350",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ifconfig,23,webserver,Oct,[127],08:47:09,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:47:09 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,228",Oct 23 08:47:09 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127]
100,"Oct 23, 2022 @ 22:17:03.350",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,scp,23,webserver,Oct,C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],08:45:16,wpuser:,wpuser@172.17.0.1,[362]:,Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"1,372",Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1]
101,"Oct 23, 2022 @ 22:17:03.350",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],08:46:07,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,055",Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
102,"Oct 23, 2022 @ 22:17:03.350",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,scp,23,webserver,Oct,C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],08:45:30,wpuser:,wpuser@172.17.0.1,[362]:,Oct 23 08:45:30 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"1,734",Oct 23 08:45:30 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130]
103,"Oct 23, 2022 @ 22:17:03.350",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,exit,23,webserver,Oct,[0],08:46:02,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:46:02 webserver wpuser: wpuser@172.17.0.1 [423]: exit [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"1,916",Oct 23 08:46:02 webserver wpuser: wpuser@172.17.0.1 [423]: exit [0]
104,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,whoami,23,webserver,Oct,[0],08:42:57,wpuser:,wpuser@172.17.0.1,[333]:,Oct 23 08:42:57 webserver wpuser: wpuser@172.17.0.1 [333]: whoami [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,874,Oct 23 08:42:57 webserver wpuser: wpuser@172.17.0.1 [333]: whoami [0]
105,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct, [1],08:43:06,wpuser:,wpuser@172.17.0.1,[333]:,Oct 23 08:43:06 webserver wpuser: wpuser@172.17.0.1 [333]: sudo  [1],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,944,Oct 23 08:43:06 webserver wpuser: wpuser@172.17.0.1 [333]: sudo  [1]
106,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,exit,21,webserver,Oct,[0],08:39:29,wpuser:,wpuser@172.17.0.1,[193]:,Oct 21 08:39:29 webserver wpuser: wpuser@172.17.0.1 [193]: exit [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,432,Oct 21 08:39:29 webserver wpuser: wpuser@172.17.0.1 [193]: exit [0]
107,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cat,21,webserver,Oct,/etc/passwd [0],08:39:35,wpuser:,wpuser@172.17.0.1,[193]:,Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,652,Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0]
108,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cat,21,webserver,Oct,/etc/passwd [0],08:39:34,wpuser:,wpuser@172.17.0.1,[193]:,Oct 21 08:39:34 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,572,Oct 21 08:39:34 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0]
109,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo-l,21,webserver,Oct,[127],08:37:40,wpuser:,wpuser@172.17.0.1,[148]:,Oct 21 08:37:40 webserver wpuser: wpuser@172.17.0.1 [148]: sudo-l [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,207,Oct 21 08:37:40 webserver wpuser: wpuser@172.17.0.1 [148]: sudo-l [127]
110,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,scp,23,webserver,Oct,network_scan.py wpuser@192.168.1.225:/tmp/ [1],08:44:43,wpuser:,wpuser@172.17.0.1,[362]:,Oct 23 08:44:43 webserver wpuser: wpuser@172.17.0.1 [362]: scp network_scan.py wpuser@192.168.1.225:/tmp/ [1],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"1,082",Oct 23 08:44:43 webserver wpuser: wpuser@172.17.0.1 [362]: scp network_scan.py wpuser@192.168.1.225:/tmp/ [1]
111,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,21,webserver,Oct,-l [0],08:37:46,wpuser:,wpuser@172.17.0.1,[148]:,Oct 21 08:37:46 webserver wpuser: wpuser@172.17.0.1 [148]: sudo -l [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,280,Oct 21 08:37:46 webserver wpuser: wpuser@172.17.0.1 [148]: sudo -l [0]
112,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,groups,21,webserver,Oct,[0],08:37:38,wpuser:,wpuser@172.17.0.1,[148]:,Oct 21 08:37:38 webserver wpuser: wpuser@172.17.0.1 [148]: groups [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,136,Oct 21 08:37:38 webserver wpuser: wpuser@172.17.0.1 [148]: groups [0]
113,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct, [0],08:44:33,wpuser:,wpuser@172.17.0.1,[362]:,Oct 23 08:44:33 webserver wpuser: wpuser@172.17.0.1 [362]: sudo  [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"1,013",Oct 23 08:44:33 webserver wpuser: wpuser@172.17.0.1 [362]: sudo  [0]
114,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,whoami,21,webserver,Oct,[0],08:39:30,wpuser:,wpuser@172.17.0.1,[193]:,Oct 21 08:39:30 webserver wpuser: wpuser@172.17.0.1 [193]: whoami [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,501,Oct 21 08:39:30 webserver wpuser: wpuser@172.17.0.1 [193]: whoami [0]
115,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,whoami,21,webserver,Oct,[0],08:37:35,wpuser:,wpuser@172.17.0.1,[148]:,Oct 21 08:37:35 webserver wpuser: wpuser@172.17.0.1 [148]: whoami [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,65,Oct 21 08:37:35 webserver wpuser: wpuser@172.17.0.1 [148]: whoami [0]
116,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cat,21,webserver,Oct,/etc/passwd [0],08:37:48,wpuser:,wpuser@172.17.0.1,[148]:,Oct 21 08:37:48 webserver wpuser: wpuser@172.17.0.1 [148]: cat /etc/passwd [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,352,Oct 21 08:37:48 webserver wpuser: wpuser@172.17.0.1 [148]: cat /etc/passwd [0]
117,"Oct 23, 2022 @ 22:17:03.349",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cat,21,webserver,Oct,/etc/passwd [0]Oct 23 08:42:50 webserver wpuser: wpuser@172.17.0.1 [333]:  [0],08:39:35,wpuser:,wpuser@172.17.0.1,[193]:,Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0]Oct 23 08:42:50 webserver wpuser: wpuser@172.17.0.1 [333]:  [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,732,Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0]Oct 23 08:42:50 webserver wpuser: wpuser@172.17.0.1 [333]:  [0]
118,"Oct 23, 2022 @ 22:17:03.348",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,(empty),21,webserver,Oct,[0],08:37:33,wpuser:,wpuser@172.17.0.1,[148]:,Oct 21 08:37:33 webserver wpuser: wpuser@172.17.0.1 [148]:  [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,0,Oct 21 08:37:33 webserver wpuser: wpuser@172.17.0.1 [148]:  [0]
119,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,-a [0],09:16:39,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:16:39 webserver wpuser: wpuser@172.17.0.1 [30445]: ls -a [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"7,356",Oct 23 09:16:39 webserver wpuser: wpuser@172.17.0.1 [30445]: ls -a [0]
120,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,-la [0],09:16:46,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:16:46 webserver wpuser: wpuser@172.17.0.1 [30445]: ls -la [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"7,427",Oct 23 09:16:46 webserver wpuser: wpuser@172.17.0.1 [30445]: ls -la [0]
121,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct,python3 beacon.py [0],09:20:34,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:20:34 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"7,499",Oct 23 09:20:34 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [0]
122,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],09:20:35,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:20:35 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"7,587",Oct 23 09:20:35 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0]
123,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],09:08:39,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:08:39 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,887",Oct 23 09:08:39 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0]
124,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,beacon.py [0],09:09:04,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:09:04 webserver wpuser: wpuser@172.17.0.1 [30445]: python3 beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,955",Oct 23 09:09:04 webserver wpuser: wpuser@172.17.0.1 [30445]: python3 beacon.py [0]
125,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct,python3 beacon.py [0],09:09:10,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:09:10 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,038",Oct 23 09:09:10 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [0]
126,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct,python3 beacon.py [0],09:10:54,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:10:54 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,126",Oct 23 09:10:54 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [0]
127,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],09:10:56,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:10:56 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,214",Oct 23 09:10:56 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0]
128,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,mv,23,webserver,Oct,wordpress_2022-10-23-08.sql db_data.sql [0],09:11:40,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:11:40 webserver wpuser: wpuser@172.17.0.1 [30445]: mv wordpress_2022-10-23-08.sql db_data.sql [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,282",Oct 23 09:11:40 webserver wpuser: wpuser@172.17.0.1 [30445]: mv wordpress_2022-10-23-08.sql db_data.sql [0]
129,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],09:11:46,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:11:46 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,390",Oct 23 09:11:46 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0]
130,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct,python3 beacon.py [0],09:13:57,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:13:57 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,458",Oct 23 09:13:57 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [0]
131,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct,python3 beacon.py [130],09:13:58,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:13:58 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [130],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,546",Oct 23 09:13:58 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [130]
