,@timestamp,agent.id,agent.name,agent.type,agent.version,dissect.commandslog.command,dissect.commandslog.date,dissect.commandslog.host-name,dissect.commandslog.month,dissect.commandslog.responsecode,dissect.commandslog.time,dissect.commandslog.user,dissect.commandslog.user-hostaddress,dissect.commandslog.userid,event.original,host.architecture,host.containerized,host.hostname,host.id,host.ip,host.mac,host.name,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.platform,host.os.type,host.os.version,input.type,log.file.path,log.offset,message
60,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cat,23,webserver,Oct,wordpress_2022-10-23-08.sql [0],08:57:10,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:57:10 webserver wpuser: wpuser@172.17.0.1 [423]: cat wordpress_2022-10-23-08.sql [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,101",Oct 23 08:57:10 webserver wpuser: wpuser@172.17.0.1 [423]: cat wordpress_2022-10-23-08.sql [0]
61,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.22,23,webserver,Oct,--> Live [127],08:49:46,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.22 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,635",Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.22 --> Live [127]
62,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0],08:51:05,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:51:05 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,122",Oct 23 08:51:05 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0]
63,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,nano,23,webserver,Oct,beacon.py [0],09:01:41,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 09:01:41 webserver wpuser: wpuser@172.17.0.1 [423]: nano beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,434",Oct 23 09:01:41 webserver wpuser: wpuser@172.17.0.1 [423]: nano beacon.py [0]
64,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,sdump.py [0],08:55:37,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:55:37 webserver wpuser: wpuser@172.17.0.1 [423]: python3 sdump.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,649",Oct 23 08:55:37 webserver wpuser: wpuser@172.17.0.1 [423]: python3 sdump.py [0]
65,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cat,23,webserver,Oct,beacon.py [0],09:01:01,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 09:01:01 webserver wpuser: wpuser@172.17.0.1 [423]: cat beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,357",Oct 23 09:01:01 webserver wpuser: wpuser@172.17.0.1 [423]: cat beacon.py [0]
66,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],08:56:30,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:56:30 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,729",Oct 23 08:56:30 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
67,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],09:02:08,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 09:02:08 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,595",Oct 23 09:02:08 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
68,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],08:53:02,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:53:02 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,376",Oct 23 08:53:02 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0]
69,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],08:55:12,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:55:12 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,503",Oct 23 08:55:12 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
70,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.20,23,webserver,Oct,--> Live [127],08:49:46,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.20 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,551",Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.20 --> Live [127]
71,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0],08:49:58,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:58 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,004",Oct 23 08:49:58 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0]
72,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,sdump.py [0],08:56:55,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:56:55 webserver wpuser: wpuser@172.17.0.1 [423]: python3 sdump.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,955",Oct 23 08:56:55 webserver wpuser: wpuser@172.17.0.1 [423]: python3 sdump.py [0]
73,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],08:56:57,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:56:57 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,035",Oct 23 08:56:57 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
74,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,network_scan.py -m ps -ip 10.0.0.21 -l 1024 -f [0],08:49:51,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:51 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.21 -l 1024 -f [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,886",Oct 23 08:49:51 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.21 -l 1024 -f [0]
75,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],08:57:46,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:57:46 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,291",Oct 23 08:57:46 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
76,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.1,23,webserver,Oct,--> Live [127],08:49:46,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,719",Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127]
77,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],08:56:46,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:56:46 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,889",Oct 23 08:56:46 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
78,"Oct 23, 2022 @ 22:17:03.357",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct,nano beacon.py [0],09:02:05,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 09:02:05 webserver wpuser: wpuser@172.17.0.1 [423]: sudo nano beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,512",Oct 23 09:02:05 webserver wpuser: wpuser@172.17.0.1 [423]: sudo nano beacon.py [0]
79,"Oct 23, 2022 @ 22:17:03.356",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.22,23,webserver,Oct,--> Live [127],08:49:44,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.22 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,300",Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.22 --> Live [127]
80,"Oct 23, 2022 @ 22:17:03.356",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.20,23,webserver,Oct,--> Live [127],08:49:44,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.20 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,216",Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.20 --> Live [127]
81,"Oct 23, 2022 @ 22:17:03.356",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.21,23,webserver,Oct,--> Live [127],08:49:45,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:45 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.21 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,467",Oct 23 08:49:45 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.21 --> Live [127]
82,"Oct 23, 2022 @ 22:17:03.356",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.1,23,webserver,Oct,--> Live [127],08:49:44,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,384",Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127]
83,"Oct 23, 2022 @ 22:17:03.355",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,hostname,23,webserver,Oct,-i [0],08:48:33,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:48:33 webserver wpuser: wpuser@172.17.0.1 [423]: hostname -i [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,141",Oct 23 08:48:33 webserver wpuser: wpuser@172.17.0.1 [423]: hostname -i [0]
84,"Oct 23, 2022 @ 22:17:03.353",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,hostname-i,23,webserver,Oct,[127],08:48:26,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:48:26 webserver wpuser: wpuser@172.17.0.1 [423]: hostname-i [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,065",Oct 23 08:48:26 webserver wpuser: wpuser@172.17.0.1 [423]: hostname-i [127]
85,"Oct 23, 2022 @ 22:17:03.353",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ip,23,webserver,Oct,-addr [127],08:48:04,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:48:04 webserver wpuser: wpuser@172.17.0.1 [423]: ip -addr [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,847",Oct 23 08:48:04 webserver wpuser: wpuser@172.17.0.1 [423]: ip -addr [127]
86,"Oct 23, 2022 @ 22:17:03.353",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ifconfig,23,webserver,Oct,[127],08:47:45,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:47:45 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,703",Oct 23 08:47:45 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127]
87,"Oct 23, 2022 @ 22:17:03.353",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct,apt isntall net-tools [100],08:47:35,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:47:35 webserver wpuser: wpuser@172.17.0.1 [423]: sudo apt isntall net-tools [100],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,537",Oct 23 08:47:35 webserver wpuser: wpuser@172.17.0.1 [423]: sudo apt isntall net-tools [100]
88,"Oct 23, 2022 @ 22:17:03.353",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ipaddr,23,webserver,Oct,[127],08:48:13,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:48:13 webserver wpuser: wpuser@172.17.0.1 [423]: ipaddr [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,921",Oct 23 08:48:13 webserver wpuser: wpuser@172.17.0.1 [423]: ipaddr [127]
89,"Oct 23, 2022 @ 22:17:03.353",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ifconifg,23,webserver,Oct,[127],08:47:43,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:47:43 webserver wpuser: wpuser@172.17.0.1 [423]: ifconifg [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,629",Oct 23 08:47:43 webserver wpuser: wpuser@172.17.0.1 [423]: ifconifg [127]
90,"Oct 23, 2022 @ 22:17:03.353",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,hostname,23,webserver,Oct,[0],08:48:22,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:48:22 webserver wpuser: wpuser@172.17.0.1 [423]: hostname [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,993",Oct 23 08:48:22 webserver wpuser: wpuser@172.17.0.1 [423]: hostname [0]
91,"Oct 23, 2022 @ 22:17:03.353",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ip-a,23,webserver,Oct,[127],08:47:55,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:47:55 webserver wpuser: wpuser@172.17.0.1 [423]: ip-a [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,777",Oct 23 08:47:55 webserver wpuser: wpuser@172.17.0.1 [423]: ip-a [127]
92,"Oct 23, 2022 @ 22:17:03.351",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ipconfig,23,webserver,Oct,[127],08:47:20,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:47:20 webserver wpuser: wpuser@172.17.0.1 [423]: ipconfig [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,376",Oct 23 08:47:20 webserver wpuser: wpuser@172.17.0.1 [423]: ipconfig [127]
93,"Oct 23, 2022 @ 22:17:03.351",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,apt,23,webserver,Oct,install net-tools [100],08:47:27,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:47:27 webserver wpuser: wpuser@172.17.0.1 [423]: apt install net-tools [100],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,450",Oct 23 08:47:27 webserver wpuser: wpuser@172.17.0.1 [423]: apt install net-tools [100]
94,"Oct 23, 2022 @ 22:17:03.350",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ifconfig,23,webserver,Oct,[127],08:47:17,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:47:17 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"2,302",Oct 23 08:47:17 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127]
95,"Oct 23, 2022 @ 22:17:03.350",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,scp,23,webserver,Oct,C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],08:45:29,wpuser:,wpuser@172.17.0.1,[362]:,Oct 23 08:45:29 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"1,552",Oct 23 08:45:29 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130]
